LATITUDE,LONGITUDE,FID,HFNAME,DISTRICT,VDC,WARD,TYPE
27.67,85.33,new+AF8-HF.2433,Ormed Dental Clinic,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,Other non+AC0-governmental
27.67,85.32,new+AF8-HF.2434,Patan Hospital,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,Other Government HF
27.69,85.32,new+AF8-HF.2435,Marie Stopes Centre Kaushaltar,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,Other non+AC0-governmental
27.68,85.32,new+AF8-HF.2436,FPAN Pulchowk,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,Other non+AC0-governmental
27.67,85.32,new+AF8-HF.2437,Marie Stopes Centre Kaushaltar,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,Other non+AC0-governmental
27.66,85.32,new+AF8-HF.2438,Marie Stopes Centre,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,Other non+AC0-governmental
27.67,85.32,new+AF8-HF.2439,Bi. Sa. Swa. Se. Mahapal,lalitpur,LALITPUR SUB METROPOLITAN CITY,19,Other non+AC0-governmental
27.67,85.33,new+AF8-HF.2440,Swa. Su. Sa. Tyagal,lalitpur,LALITPUR SUB METROPOLITAN CITY,14,Other non+AC0-governmental
27.67,85.33,new+AF8-HF.2441,Nari Chetana Samaj,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,Other non+AC0-governmental
27.68,85.33,new+AF8-HF.2442,Kumbheswar Clinic,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,Other non+AC0-governmental
27.67,85.32,new+AF8-HF.2443,Patan Eye Care Centre,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,Other non+AC0-governmental
27.67,85.31,new+AF8-HF.2444,Care and Fair,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,Other non+AC0-governmental
27.66,85.32,new+AF8-HF.2445,Uma Maheswari Clinic,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,Other non+AC0-governmental
27.68,85.33,new+AF8-HF.2446,Shanti Asram Clinic,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,Other non+AC0-governmental
27.67,85.31,new+AF8-HF.2447,Bhanimandal Clinic,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,Other non+AC0-governmental
27.67,85.31,new+AF8-HF.2448,Nepsemac,lalitpur,LALITPUR SUB METROPOLITAN CITY,13,Other non+AC0-governmental
27.67,85.32,new+AF8-HF.2449,Mental Hospital,lalitpur,LALITPUR SUB METROPOLITAN CITY,0,Other Government HF
27.61,85.42,new+AF8-HF.2450,Lamatar SHP,lalitpur,LAMATAR,0,Health Post
27.57,85.34,new+AF8-HF.2451,Lele PHC,lalitpur,LELE,0,Primary Health Care Centre
27.58,85.32,new+AF8-HF.2452,Anandaban Leprosy Hospital,lalitpur,LELE,0,Missionary Hospital
27.64,85.37,new+AF8-HF.2453,Lubhu PHC,lalitpur,LUBHU,0,Primary Health Care Centre
27.51,85.24,new+AF8-HF.2454,Malta SHP,lalitpur,MALTA,0,Health Post
27.52,85.39,new+AF8-HF.2455,Manikhel SHP,lalitpur,MANIKHEL,0,Health Post
27.55,85.35,new+AF8-HF.2456,Nallu SHP,lalitpur,NALLU,0,Health Post
27.47,85.27,new+AF8-HF.2457,Pyutar SHP,lalitpur,PYUTAR,0,Health Post
27.65,85.31,new+AF8-HF.2458,Sainbu HP,lalitpur,SAINBU,0,Health Post
27.51,85.33,new+AF8-HF.2459,Sankhu SHP,lalitpur,SANKHU,0,Health Post
27.65,85.36,new+AF8-HF.2460,Siddhipur SHP,lalitpur,SIDDHIPUR,0,Health Post
27.63,85.32,new+AF8-HF.2461,Sunakothi SHP,lalitpur,SUNAKOTHI,0,Health Post
27.62,85.35,new+AF8-HF.2462,Badegaun PHC,lalitpur,THAIBA,0,Primary Health Care Centre
27.62,85.32,new+AF8-HF.2463,Thecho HP,lalitpur,THECHO,0,Health Post
27.44,85.4,new+AF8-HF.2464,Thuladurlung SHP,lalitpur,THULADURLUNG,0,Health Post
27.65,85.37,new+AF8-HF.2465,Tikathali SHP,lalitpur,TIKATHALI,0,Health Post
28.16,84.46,new+AF8-HF.2466,Archalbot SHP,lamjung,ARCHALBOT,0,Health Post
28.34,84.4,new+AF8-HF.2467,Bahundanda SHP,lamjung,BAHUNDANDA,0,Health Post
28.24,84.38,new+AF8-HF.2468,Bajhakhet SHP,lamjung,BAJHAKHET,0,Health Post
28.25,84.31,new+AF8-HF.2469,Baglungpani HP,lamjung,BALUNGPANI,0,Health Post
28.16,84.28,new+AF8-HF.2470,Bangre SHP,lamjung,BANGRE,0,Health Post
28.24,84.45,new+AF8-HF.2471,Bansar SHP,lamjung,BANSAR,0,Health Post
28.23,84.38,new+AF8-HF.2472,Lamjung Community Hospital,lamjung,BESISHAHAR,0,Community Hospital (Cooperative)
28.23,84.38,new+AF8-HF.2473,Marie Stopes Centre,lamjung,BESISHAHAR,2,Other non+AC0-governmental
28.23,84.38,new+AF8-HF.2474,+ACI-RCDC, Lamjung+ACI-,lamjung,BESISHAHAR,2,Other non+AC0-governmental
28.11,84.54,new+AF8-HF.2475,Bhalayakharka SHP,lamjung,BHALAYAKHARKA,0,Health Post
28.15,84.47,new+AF8-HF.2476,Bharte SHP,lamjung,BHARTE,0,Health Post
28.25,84.24,new+AF8-HF.2477,Bhoje SHP,lamjung,BHOJE,0,Health Post
28.16,84.24,new+AF8-HF.2478,Bhorletar SHP,lamjung,BHORLETAR,0,Health Post
28.15,84.42,new+AF8-HF.2479,Bhoteoodar SHP,lamjung,BHOTEOODAR,0,Health Post
28.14,84.44,new+AF8-HF.2480,Lamjung Kalika Polyclinic,lamjung,BHOTEOODAR,0,Nursing Home
28.31,84.27,new+AF8-HF.2481,Bhujung SHP,lamjung,BHUJUNG,0,Health Post
28.31,84.4,new+AF8-HF.2482,Bhulbhule SHP,lamjung,BHULBHULE,0,Health Post
28.19,84.61,new+AF8-HF.2483,Bichaur HP,lamjung,BICHAUR,0,Health Post
28.1,84.51,new+AF8-HF.2484,Chakratirtha SHP,lamjung,CHAKRATIRTHA,0,Health Post
28.25,84.36,new+AF8-HF.2485,Chandisthan SHP,lamjung,CHANDISTHAN,0,Health Post
28.17,84.35,new+AF8-HF.2486,Chandreswor PHC,lamjung,CHANDRESHWOR,0,Primary Health Care Centre
28.2,84.44,new+AF8-HF.2487,Chittithala HP,lamjung,CHITI,0,Health Post
28.1,84.46,new+AF8-HF.2488,Dhamilikuwa,lamjung,DHAMILIKUWA,0,Health Post
28.25,84.49,new+AF8-HF.2489,Dhodeni SHP,lamjung,DHODENI,0,Health Post
28.16,84.33,new+AF8-HF.2490,Dhuseni SHP,lamjung,DHUSENI,0,Health Post
28.2,84.63,new+AF8-HF.2491,Dudhapokhari SHP,lamjung,DUDHPOKHARI,0,Health Post
28.16,84.37,new+AF8-HF.2492,Duradanda SHP,lamjung,DURADANDA,0,Health Post
28.26,84.49,new+AF8-HF.2493,Phaleni SHP,lamjung,FALENI,0,Health Post
28.16,84.52,new+AF8-HF.2494,Gauda PHC,lamjung,GAUDA,0,Primary Health Care Centre
28.18,84.38,new+AF8-HF.2495,Gaunsahar SHP,lamjung,GAUNSHAHAR,0,Health Post
28.28,84.31,new+AF8-HF.2496,Ghanpokhara SHP,lamjung,GHANPOKHARA,0,Health Post
28.38,84.4,new+AF8-HF.2497,Ghermu SHP,lamjung,GHERMU,0,Health Post
28.23,84.25,new+AF8-HF.2498,Salmebhanjyang HP,lamjung,GILUNNG,0,Health Post
28.22,84.42,new+AF8-HF.2499,Hiletaskar SHP,lamjung,HILETAKSAR,0,Health Post
28.17,84.6,new+AF8-HF.2500,Ilampokhari SHP,lamjung,ILAMPOKHARI,0,Health Post
28.16,84.22,new+AF8-HF.2501,Chisankhu HP,lamjung,ISANESHWOR,0,Health Post
28.13,84.3,new+AF8-HF.2502,Jita SHP,lamjung,JITA,0,Health Post
28.2,84.26,new+AF8-HF.2503,Karapu SHP,lamjung,KARAPU,0,Health Post
28.18,84.27,new+AF8-HF.2504,Riverside Health Centre,lamjung,KARAPU,9,Other non+AC0-governmental
28.28,84.36,new+AF8-HF.2505,Khudi HP,lamjung,KHUDI,0,Health Post
28.15,84.56,new+AF8-HF.2506,Kolki SHP,lamjung,KOLKI,0,Health Post
28.13,84.35,new+AF8-HF.2507,Kunchha HP,lamjung,KUNCHHA,0,Health Post
28.24,84.29,new+AF8-HF.2508,Maling SHP,lamjung,MALING,0,Health Post
28.12,84.47,new+AF8-HF.2509,Mohariyakot SHP,lamjung,MOHORIYAKOT,0,Health Post
28.21,84.3,new+AF8-HF.2510,Nalma SHP,lamjung,NALMA,0,Health Post
28.2,84.49,new+AF8-HF.2511,Nauthar  SHP,lamjung,NAUTHAR,0,Health Post
28.2,84.45,new+AF8-HF.2512,Rural Health +ACY- Social Upliftment Centre,lamjung,NAUTHAR,2,Other non+AC0-governmental
28.2,84.51,new+AF8-HF.2514,Pachok SHP,lamjung,PACHOK,0,Health Post
28.14,84.38,new+AF8-HF.2515,Parewadanda SHP,lamjung,PAREWADADA,0,Health Post
28.28,84.23,new+AF8-HF.2516,Pasagaun SHP,lamjung,PASAGAUN,0,Health Post
28.19,84.34,new+AF8-HF.2517,Purnakot SHP,lamjung,PURANOKOT,0,Health Post
28.14,84.52,new+AF8-HF.2518,Pyarjung SHP,lamjung,PYARJUNG,0,Health Post
28.09,84.24,new+AF8-HF.2519,Ramgha SHP,lamjung,RAMGHA,0,Health Post
28.12,84.25,new+AF8-HF.2520,Samibhanjyang SHP,lamjung,SAMIBHANJYANG,0,Health Post
28.19,84.47,new+AF8-HF.2521,Shreebhanjyang SHP,lamjung,SHREEBHANJYANG,0,Health Post
28.28,84.34,new+AF8-HF.2522,Simpani SHP,lamjung,SIMPANI,0,Health Post
28.27,84.34,new+AF8-HF.2523,Sudhamilan Community Health Service Centre,lamjung,SIMPANI,5,Other non+AC0-governmental
28.18,84.32,new+AF8-HF.2524,Sidhure SHP,lamjung,SINDURE,0,Health Post
28.13,84.41,new+AF8-HF.2525,Suryabazar SHP,lamjung,SUNDAR BAZAR,0,Health Post
28.12,84.26,new+AF8-HF.2526,Suryapal SHP,lamjung,SURYAPAL,0,Health Post
28.37,84.4,new+AF8-HF.2527,Taghring SHP,lamjung,TAGHRING,0,Health Post
28.12,84.28,new+AF8-HF.2528,Taksar SHP,lamjung,TANDRANG (TAKSAR),0,Health Post
28.14,84.4,new+AF8-HF.2529,Tarkukot SHP,lamjung,TARKU,0,Health Post
28.11,84.44,new+AF8-HF.2530,Tarkughat SHP,lamjung,TARKUGHAT,0,Health Post
28.18,84.43,new+AF8-HF.2531,Udipur SHP,lamjung,UDIPUR,0,Health Post
28.27,84.3,new+AF8-HF.2532,Uttarkanya HP,lamjung,UTTARKANYA,0,Health Post
26.98,85.89,new+AF8-HF.2533,+ACI-Bardibas Hospital, Mahottari+ACI-,mahottari,BARDIBAS,2,District Hospital
26.65,85.81,new+AF8-HF.2534,+ACI-District Hospital, Mahottari+ACI-,mahottari,JALESHWOR MUNICIPALITY,4,District Hospital
26.92,85.79,new+AF8-HF.2535,Gaushala PHC,mahottari,GAUSHALA,2,Primary Health Care Centre
26.81,85.74,new+AF8-HF.2536,Samsi PHC,mahottari,SHREEPUR,7,Primary Health Care Centre
26.82,85.8,new+AF8-HF.2537,RamGopalpur PHC,mahottari,RAMGOPALPUR,6,Primary Health Care Centre
26.8,85.85,new+AF8-HF.2538,Loharpatti PHC,mahottari,LOHARPATTI,4,Primary Health Care Centre
26.73,85.85,new+AF8-HF.2539,Bramarpura SHP,mahottari,BRAMARPURA,5,Health Post
26.73,85.82,new+AF8-HF.2540,Badiya Banchauri SHP,mahottari,BAIRGIYA BANCHAURI,8,Health Post
26.73,85.81,new+AF8-HF.2541,Gonarpura SHP,mahottari,GONARPURA,6,Health Post
26.72,85.76,new+AF8-HF.2542,Sandha SHP,mahottari,SANDHA,4,Health Post
26.68,85.77,new+AF8-HF.2543,Bhatauliya SHP,mahottari,BHATAULIYA,9,Health Post
26.67,85.87,new+AF8-HF.2544,Ekarahiya SHP,mahottari,EKARAHIYA,2,Health Post
26.78,85.74,new+AF8-HF.2545,Pokharbhinda Sangrampur SHP,mahottari,POKHARI BHINDASAMGRAMPUR,7,Health Post
26.79,85.75,new+AF8-HF.2546,Gaidahabhetpur SHP,mahottari,GAIDAHABHELPUR,9,Health Post
26.85,85.81,new+AF8-HF.2547,Sonamai SHP,mahottari,SONAMAI,9,Health Post
26.75,85.74,new+AF8-HF.2548,Etaharwakatti SHP,mahottari,ETAHARWAKATTI,8,Health Post
26.66,85.74,new+AF8-HF.2549,Bathanaha SHP,mahottari,BATHANAHA,7,Health Post
26.65,85.77,new+AF8-HF.2550,Nainhi SHP,mahottari,NAINHI,6,Health Post
26.66,85.89,new+AF8-HF.2551,Majhorabishnupur SHP,mahottari,MAJHORABISHNUPUR,4,Health Post
26.65,85.85,new+AF8-HF.2552,Dhirapur SHP,mahottari,DHIRAPUR,3,Health Post
26.69,85.87,new+AF8-HF.2553,Sahorawa SHP,mahottari,SAHORAWA,6,Health Post
26.87,85.83,new+AF8-HF.2554,Meghanath Gorahanna SHP,mahottari,MEGHANATH GORAHANNA,4,Health Post
26.9,85.78,new+AF8-HF.2555,Nigaul SHP,mahottari,NIGAUL,1,Health Post
26.87,85.78,new+AF8-HF.2556,Shreepur SHP,mahottari,SHREEPUR,2,Health Post
26.83,85.76,new+AF8-HF.2557,Khopi SHP,mahottari,KHOPI,6,Health Post
26.81,85.76,new+AF8-HF.2558,Basabitti SHP,mahottari,BASABITTI,6,Health Post
26.71,85.87,new+AF8-HF.2559,Ratauli SHP,mahottari,RATAULI,1,Health Post
26.7,85.81,new+AF8-HF.2560,Damhimarayee SHP,mahottari,DAMHIMARAYEE,3,Health Post
26.67,85.75,new+AF8-HF.2561,Halkhori HP,mahottari,HALKHORI,2,Health Post
26.76,85.87,new+AF8-HF.2562,Khuttapiparadhi HP,mahottari,KHUTTAPIPARADHI,4,Health Post
26.8,85.83,new+AF8-HF.2563,Dhamaura SHP,mahottari,DHAMAURA,7,Health Post
26.76,85.82,new+AF8-HF.2564,Paraul HP,mahottari,PARAUL,5,Health Post
26.91,85.76,new+AF8-HF.2565,Fulakaha HP,mahottari,FULAKAHA,3,Health Post
26.74,85.79,new+AF8-HF.2566,Balba HP,mahottari,BALAWA,3,Health Post
26.92,85.86,new+AF8-HF.2567,Bijalapur HP,mahottari,BIJAYALPURA,8,Health Post
26.67,85.77,new+AF8-HF.2568,Anakar SHP,mahottari,ANAKAR,7,Health Post
26.78,85.77,new+AF8-HF.2569,Sahasaula SHP,mahottari,SAHASAULA,5,Health Post
26.95,85.83,new+AF8-HF.2570,Ramnagar SHP,mahottari,RAMNAGAR,8,Health Post
26.94,85.79,new+AF8-HF.2571,Belgachhi SHP,mahottari,BELGACHHI,2,Health Post
26.7,85.83,new+AF8-HF.2572,Mahottari SHP,mahottari,MAHOTTARI,5,Health Post
26.9,85.83,new+AF8-HF.2573,Aurahi SHP,mahottari,AURAHI,3,Health Post
26.84,85.87,new+AF8-HF.2574,Singyahi SHP,mahottari,SINGYAHI,6,Health Post
26.91,85.89,new+AF8-HF.2575,Pasupatinagar SHP,mahottari,PASUPATINAGAR,2,Health Post
26.87,85.87,new+AF8-HF.2576,Vangaha SHP,mahottari,VAGAHA,8,Health Post
26.66,85.82,new+AF8-HF.2577,Prakauli SHP,mahottari,FULAHATTAPARIKAULI,5,Health Post
26.64,85.81,new+AF8-HF.2578,Suga SHP,mahottari,SUGAVAWANI,1,Health Post
26.95,85.76,new+AF8-HF.2579,Bharatpur HP,mahottari,BHARATPUR,5,Health Post
27.07,85.8,new+AF8-HF.2580,Khayarmara HP,mahottari,KHAYARMARA,2,Health Post
27.04,85.87,new+AF8-HF.2581,Maisthan HP,mahottari,MAISTHAN,4,Health Post
26.76,85.81,new+AF8-HF.2582,Banouta HP,mahottari,BANOUTA,1,Health Post
26.71,85.76,new+AF8-HF.2583,Ekdara HP,mahottari,EKADARABELA,3,Health Post
26.83,85.73,new+AF8-HF.2584,Raghunathpur SHP,mahottari,RAGHUNATHPUR,8,Health Post
26.83,85.91,new+AF8-HF.2585,Hariharpur Harinamari SHP,mahottari,HARIHARPUR HARINAMARI,5,Health Post
26.77,85.89,new+AF8-HF.2586,Mahadaiyatapanpur SHP,mahottari,MAHADAIYATAPANPUR,5,Health Post
26.78,85.88,new+AF8-HF.2587,Bagada SHP,mahottari,BAGADA,5,Health Post
26.83,85.87,new+AF8-HF.2588,Dharmapur SHP,mahottari,DHARMAPUR,5,Health Post
26.73,85.75,new+AF8-HF.2589,Manara SHP,mahottari,MANARA,6,Health Post
26.74,85.78,new+AF8-HF.2590,Sarpallo SHP,mahottari,SARPALLO,4,Health Post
26.69,85.78,new+AF8-HF.2591,Kolhuwa bageya SHP,mahottari,KOLHUWABAGAICHA,3,Health Post
27.03,85.91,new+AF8-HF.2592,Gauribas SHP,mahottari,GAURIBAS,3,Health Post
26.89,85.72,new+AF8-HF.2593,Sundarpur SHP,mahottari,SUNDARPUR,2,Health Post
26.94,85.85,new+AF8-HF.2594,Hathilet SHP,mahottari,HATHILET,3,Health Post
26.96,85.74,new+AF8-HF.2595,Lakshmeniya HP,mahottari,LAXIMINIYA,7,Health Post
26.8,85.77,new+AF8-HF.2596,Laxminiya Bairgiya SHP,mahottari,BAIRGIYA LAXMINIYA,3,Health Post
26.85,85.71,new+AF8-HF.2597,Khairbanni SHP,mahottari,KHAIRBANNI,7,Health Post
26.68,85.89,new+AF8-HF.2598,Banauli Donauli SHP,mahottari,BANAULI DONAULI,3,Health Post
26.86,85.74,new+AF8-HF.2599,Sonama SHP,mahottari,SONAMA,7,Health Post
26.76,85.76,new+AF8-HF.2600,Sonaul SHP,mahottari,SONAUL,8,Health Post
26.71,85.73,new+AF8-HF.2601,Sisawakataiya SHP,mahottari,SISAWAKATAIYA,1,Health Post
26.64,85.84,new+AF8-HF.2602,Simardahi HP,mahottari,SIMARDAHI,1,Health Post
26.93,85.9,new+AF8-HF.2603,Kisannagas HP,mahottari,KISANNAGAR,5,Health Post
26.83,85.75,new+AF8-HF.2604,Parsadewadh SHP,mahottari,PARSADEWADH,5,Health Post
26.86,85.86,new+AF8-HF.2605,Hatisarwa SHP,mahottari,HATISARWA,2,Health Post
26.61,85.84,new+AF8-HF.2606,Matihani HP,mahottari,MATIHANI,6,Health Post
26.68,85.86,new+AF8-HF.2607,Pipara HP,mahottari,PIPRA,7,Health Post
26.65,85.83,new+AF8-HF.2608,Pigouna SHP,mahottari,PIGOUNA,6,Health Post
26.61,85.83,new+AF8-HF.2609,Parsapateli SHP,mahottari,PARSAPATELI,4,Health Post
26.82,85.8,new+AF8-HF.2610,Prathamik Upachar Kendra,mahottari,RAMGOPALPUR,6,Other Private HF
26.82,85.8,new+AF8-HF.2611,Janakalyan Clinic,mahottari,RAMGOPALPUR,6,Private Clinics
26.99,85.89,new+AF8-HF.2612,Samudayik Upachar Kendra,mahottari,BARDIBAS,1,Other Private HF
26.82,85.8,new+AF8-HF.2613,Ram Janaki Poly Clinic,mahottari,RAMGOPALPUR,6,Private Clinics
26.92,85.78,new+AF8-HF.2614,Mandavi Health Clinic,mahottari,GAUSHALA,2,Other Private HF
26.82,85.8,new+AF8-HF.2615,Jaya Shree Ram Jeevan Rakshya Prathamik Upachar Kendra,mahottari,RAMGOPALPUR,6,Other Private HF
26.92,85.78,new+AF8-HF.2616,Swargiya Harishchandra Jha Memorial Health Clinic,mahottari,GAUSHALA,2,Other Private HF
26.92,85.78,new+AF8-HF.2617,Mahila Sanskriti Uttahan Kendra,mahottari,GAUSHALA,2,Other Private HF
26.92,85.78,new+AF8-HF.2618,Om Public Health Clinic,mahottari,GAUSHALA,2,Other Private HF
26.65,85.81,new+AF8-HF.2619,Institutional Clinic,mahottari,JALESHWOR MUNICIPALITY,4,Institutional Clinic
26.82,85.8,new+AF8-HF.2620,Mithilanchal Medical +ACY- Policlinic Pvt. Ltd.,mahottari,RAMGOPALPUR,6,Private Clinics
26.65,85.8,new+AF8-HF.2621,Shanti Community Hospital,mahottari,JALESHWOR MUNICIPALITY,4,Community Hospital (NGO)
26.99,85.9,new+AF8-HF.2622,Parijat Smriti Hospital,mahottari,BARDIBAS,7,Private Hospital
26.87,85.89,new+AF8-HF.2623,Madurya Community Hospital,mahottari,VAGAHA,8,Community Hospital (NGO)
26.75,85.78,new+AF8-HF.2624,Aal Rahin Johare Aajian Naktiya,mahottari,SARPALLO,4,Private Hospital
26.99,85.89,new+AF8-HF.2625,Hope Bardibas Hospital Pvt. Ltd.,mahottari,BARDIBAS,8,Private Hospital
26.92,85.78,new+AF8-HF.2626,Bandana Hospital Pvt. Ltd.,mahottari,GAUSHALA,2,Private Hospital
26.99,85.89,new+AF8-HF.2627,Shuva Swastik Hospital,mahottari,BARDIBAS,8,Private Hospital
26.99,85.9,new+AF8-HF.2628,Bardibas Janasewa Hospital +ACY-  pvt. Ltd.,mahottari,BARDIBAS,1,Private Hospital
26.83,85.8,new+AF8-HF.2629,Rampari Memorial Hospital,mahottari,RAMGOPALPUR,7,Private Hospital
26.99,85.9,new+AF8-HF.2630,IRDS Samaj Sahakari Hospital,mahottari,BARDIBAS,7,Other HF (INGO)
26.82,85.8,new+AF8-HF.2631,Newlife Patholigy Lab,mahottari,RAMGOPALPUR,6,Private Laboratory
26.92,85.78,new+AF8-HF.2632,Sulav Photology Lab,mahottari,GAUSHALA,2,Private Laboratory
26.92,85.79,new+AF8-HF.2633,Om Shanti Pathological Lab,mahottari,GAUSHALA,1,Private Laboratory
26.92,85.78,new+AF8-HF.2634,Janata Sewa X+AC0-ray Clinic,mahottari,GAUSHALA,5,Radiology
26.92,85.78,new+AF8-HF.2635,Janasewa Pathology lab,mahottari,GAUSHALA,2,Private Laboratory
27,85.89,new+AF8-HF.2636,Marie Stops,mahottari,BARDIBAS,7,Other HF (INGO)
26.58,86.83,new+AF8-HF.2637,Devi Hospital,makwanpur,HETAUDA MUNICIPALITY,5,Private Hospital
27.42,85.04,new+AF8-HF.2638,Marie Stopes Center,makwanpur,HETAUDA MUNICIPALITY,4,Other HF (INGO)
27.41,85.07,new+AF8-HF.2639,GWP,makwanpur,HETAUDA MUNICIPALITY,4,Other HF (INGO)
27.41,85.01,new+AF8-HF.2640,Hetauda Cement,makwanpur,HETAUDA MUNICIPALITY,9,Other Government HF
27.45,84.91,new+AF8-HF.2641,Family Planning Association Nepal,makwanpur,HETAUDA MUNICIPALITY,11,Other NGO Health Facility
26.66,86.91,new+AF8-HF.2642,Makwanpur District Hospital,makwanpur,HETAUDA MUNICIPALITY,1,District Hospital
26.6,86.78,new+AF8-HF.2643,Makwanpur Cooperative Hospital,makwanpur,HETAUDA MUNICIPALITY,3,Community Hospital (Cooperative)
27.42,85.04,new+AF8-HF.2644,Shreepur Chhatiwan PHC,makwanpur,SHREEPUR CHHATIWAN,6,Primary Health Care Centre
27.42,85.04,new+AF8-HF.2645,Hetauda Community Eye Hospital,makwanpur,HETAUDA MUNICIPALITY,10,Community Hospital (NGO)
27.43,85.03,new+AF8-HF.2646,CCDN,makwanpur,HETAUDA MUNICIPALITY,4,Other NGO Health Facility
26.58,86.59,new+AF8-HF.2647,Manahari PHC,makwanpur,MANAHARI,3,Primary Health Care Centre
27.63,85.08,new+AF8-HF.2648,Palung PHC,makwanpur,DAMAN,5,Primary Health Care Centre
27.42,85.04,new+AF8-HF.2649,Heatuda Community Hospital,makwanpur,HETAUDA MUNICIPALITY,4,Community Hospital (Cooperative)
26.55,86.88,new+AF8-HF.2650,Nepal Red Cross,makwanpur,HETAUDA MUNICIPALITY,1,Other NGO Health Facility
27.55,85.13,new+AF8-HF.2651,Bhimphedi PHC,makwanpur,BHIMFEDI,2,Primary Health Care Centre
26.74,86.93,new+AF8-HF.2652,Heatuda Everest Dental,makwanpur,HETAUDA MUNICIPALITY,7,Other Private HF
27.43,85.03,new+AF8-HF.2653,Mira Makwanpur,makwanpur,HETAUDA MUNICIPALITY,5,Other Private HF
27.36,85.26,new+AF8-HF.2654,Sisneri Mahadevsthan SHP,makwanpur,SISNERI MAHADEVSTHAN,3,Health Post
27.56,85.21,new+AF8-HF.2655,Halti Sydey Health Clinic,makwanpur,HETAUDA MUNICIPALITY,2,Private Clinics
27.37,85.15,new+AF8-HF.2656,Hurnamadi SHP,makwanpur,HURNAMADI,7,Health Post
27.44,85.08,new+AF8-HF.2657,Ambhanjyang HP,makwanpur,AMBHANJYANG,3,Health Post
27.51,85.05,new+AF8-HF.2658,Bhaise SHP,makwanpur,BHAISE,1,Health Post
27.51,85.05,new+AF8-HF.2659,Raigaun SHP,makwanpur,RAIGAUN,5,Health Post
27.4,85.39,new+AF8-HF.2660,Betini SHP,makwanpur,BETINI,5,Health Post
27.4,85.39,new+AF8-HF.2661,Faparbari (Betini) HP,makwanpur,FAPARBARI,6,Health Post
27.4,85.98,new+AF8-HF.2662,Padampokhari HP,makwanpur,PADAM POKHARI,1,Health Post
27.41,85.07,new+AF8-HF.2663,Hetauda Chaughada HP,makwanpur,HETAUDA MUNICIPALITY,6,Health Post
27.38,85.12,new+AF8-HF.2664,Hatiya HP,makwanpur,HATIYA,3,Health Post
27.38,85.04,new+AF8-HF.2665,Churiyamai SHP,makwanpur,CHURIYAMAI,5,Health Post
27.42,85.04,new+AF8-HF.2666,Handikhola SHP,makwanpur,HANDIKHOLA,6,Health Post
27.33,85.2,new+AF8-HF.2667,Dhiyal HP,makwanpur,DHIYAL,4,Health Post
27.26,85.28,new+AF8-HF.2668,Shikharpur SHP,makwanpur,SHIKHARPUR,6,Health Post
27.68,85.08,new+AF8-HF.2669,Bajrabarahi SHP,makwanpur,BAJRABARAHI,6,Health Post
27.65,85.17,new+AF8-HF.2670,Chitlang HP,makwanpur,CHITLANG,5,Health Post
27.62,85.15,new+AF8-HF.2671,Markhu HP,makwanpur,MARKHU,8,Health Post
27.62,85.15,new+AF8-HF.2672,Fakhel HP,makwanpur,FAKHEL,3,Health Post
27.6,85.21,new+AF8-HF.2673,Kulekhani SHP,makwanpur,KULEKHANI,2,Health Post
27.55,84.84,new+AF8-HF.2674,Raksirang HP,makwanpur,RAKSIRANG,6,Health Post
27.55,84.84,new+AF8-HF.2675,Khairang SHP,makwanpur,KHAIRANG,2,Health Post
27.6,84.91,new+AF8-HF.2676,Kalikatar HP,makwanpur,KALIKATAR,1,Health Post
27.42,85.04,new+AF8-HF.2677,Tistung Deurali HP,makwanpur,TISTUNG DEURALI,3,Health Post
27.6,84.91,new+AF8-HF.2678,Bharta Pundyadevi SHP,makwanpur,BHARTA PUNDYADEVI,1,Health Post
27.59,85.92,new+AF8-HF.2679,Namtar SHP,makwanpur,NAMTAR,2,Health Post
27.68,85.01,new+AF8-HF.2680,Agara SHP,makwanpur,AGARA,1,Health Post
27.66,84.93,new+AF8-HF.2681,Gogane SHP,makwanpur,GOGANE,2,Health Post
27.66,84.93,new+AF8-HF.2682,Dandakharka HP,makwanpur,DANDAKHARKA,3,Health Post
27.64,84.96,new+AF8-HF.2683,Palung SHP,makwanpur,PALUNG,6,Health Post
27.42,85.04,new+AF8-HF.2684,Nibuwatar SHP,makwanpur,NIBUWATAR,9,Health Post
27.55,85.13,new+AF8-HF.2685,Ipapanchakanya SHP,makwanpur,IPA PANCHAKANYA,8,Health Post
27.52,85.23,new+AF8-HF.2686,Kogate SHP,makwanpur,KOGATE,8,Health Post
27.52,85.19,new+AF8-HF.2687,Budhichaur HP,makwanpur,BUDHICHAUR,2,Health Post
27.49,85.14,new+AF8-HF.2688,Sukaura SHP,makwanpur,SUKAURA,4,Health Post
