FID,the_geom,NQID,HFNAME,DISTRICT,VDC,WARD,LATITUDE,LONGITUDE,ALTITUDE,TYPE,EZONE,MAJROTYP,REGION
new_HF.2238,POINT (85.51 27.63),24009,ICD Nepal,kavrepalanchok,BANEPA MUNICIPALITY,10,27.63,85.51,1448,Other NGO Health Facility,Hill,Other HFs,Central
new_HF.2239,POINT (85.52 27.63),24010,Sarasyun Khark SHP,kavrepalanchok,SARASYUNKHARK,8,27.63,85.52,609,Health Post,Hill,SHP,Central
new_HF.2240,POINT (85.74 27.56),24010,Sewa Dental Clinic Pvt Ltd,kavrepalanchok,BANEPA MUNICIPALITY,10,27.56,85.74,1454,Other Private HF,Hill,Other HFs,Central
new_HF.2241,POINT (85.51 27.59),24011,Saramthali SHP,kavrepalanchok,SARAMTHALI,2,27.59,85.51,751,Health Post,Hill,SHP,Central
new_HF.2242,POINT (85.74 27.55),24011,MN Polyclinic,kavrepalanchok,PANAUTI MUNICIPALITY,11,27.55,85.74,1464,Other Private HF,Hill,Other HFs,Central
new_HF.2243,POINT (85.52 27.63),24012,Boldefediche SHP,kavrepalanchok,BOLDE FEDICHE,9,27.63,85.52,1079,Health Post,Hill,SHP,Central
new_HF.2244,POINT (85.76 27.53),24012,"FPAN, Banepa",kavrepalanchok,BANEPA MUNICIPALITY,8,27.53,85.76,1472,Other NGO Health Facility,Hill,Other HFs,Central
new_HF.2245,POINT (85.62 27.65),24013,Thuloparsel SHP,kavrepalanchok,THULO PARSEL,5,27.65,85.62,1120,Health Post,Hill,SHP,Central
new_HF.2246,POINT (85.78 27.52),24013,Palanchowak Bhagwati Community Hospital,kavrepalanchok,PANCHKHAL,6,27.52,85.78,850,Community Hospital (Cooperative),Hill,Non-government hospital,Central
new_HF.2247,POINT (85.52 27.63),24014,Kuruwaschapakhori SHP,kavrepalanchok,KURUWAS CHAPAKHORI,6,27.63,85.52,1751,Health Post,Hill,SHP,Central
new_HF.2248,POINT (85.77 27.5),24014,Royal Dental Clinc,kavrepalanchok,BANEPA MUNICIPALITY,6,27.5,85.77,1466,Other Private HF,Hill,Other HFs,Central
new_HF.2249,POINT (85.79 27.47),24015,Machchhe Gaun SHP,kavrepalanchok,MACHCHHEGAUN,5,27.47,85.79,1521,Health Post,Hill,SHP,Central
new_HF.2250,POINT (85.74 27.52),24016,Pokhari Narayansthan HP,kavrepalanchok,POKHARI NARAYANSTHAN,2,27.52,85.74,1895,Health Post,Hill,HP,Central
new_HF.2251,POINT (85.7 27.54),24017,Kanpur Kalapani SHP,kavrepalanchok,KANPUR KALAPANI,1,27.54,85.7,1545,Health Post,Hill,SHP,Central
new_HF.2252,POINT (85.68 27.52),24018,Katunje Besi SHP,kavrepalanchok,KATUNJE BESI,1,27.52,85.68,892,Health Post,Hill,SHP,Central
new_HF.2253,POINT (85.74 27.6),24019,Kolati Bhumlu SHP,kavrepalanchok,KOLATI BHUMLU,4,27.6,85.74,1165,Health Post,Hill,SHP,Central
new_HF.2254,POINT (85.75 27.57),24020,Birtadeurali SHP,kavrepalanchok,BIRTADEURALI,3,27.57,85.75,1249,Health Post,Hill,SHP,Central
new_HF.2255,POINT (85.77 27.58),24021,Gothpani SHP,kavrepalanchok,GOTHPANI,6,27.58,85.77,1617,Health Post,Hill,SHP,Central
new_HF.2256,POINT (85.78 27.59),24022,Dhuseni Siwalaya HP,kavrepalanchok,DHUSENI SIWALAYA,8,27.59,85.78,1668,Health Post,Hill,HP,Central
new_HF.2257,POINT (85.8 27.56),24023,Kartike Deurali HP,kavrepalanchok,KATIKE DEURALI,2,27.56,85.8,1398,Health Post,Hill,HP,Central
new_HF.2258,POINT (85.8 27.53),24024,Madankundari SHP,kavrepalanchok,MADAN KUNDARI,4,27.53,85.8,1277,Health Post,Hill,SHP,Central
new_HF.2259,POINT (85.81 27.57),24025,Chauri Pokhari SHP,kavrepalanchok,POKHARI CHAURI,8,27.57,85.81,1187,Health Post,Hill,SHP,Central
new_HF.2260,POINT (85.82 27.59),24026,Majhifeda SHP,kavrepalanchok,MAJHI FEDA,3,27.59,85.82,1512,Health Post,Hill,SHP,Central
new_HF.2261,POINT (85.86 27.6),24027,Nagregagarche SHP,kavrepalanchok,NAGRE GAGARCHE,5,27.6,85.86,1365,Health Post,Hill,SHP,Central
new_HF.2262,POINT (85.82 27.62),24028,Sanowangthali SHP,kavrepalanchok,SANOWANGTHALI,9,27.62,85.82,1816,Health Post,Hill,SHP,Central
new_HF.2263,POINT (85.8 27.66),24029,Bekhsimle HP,kavrepalanchok,BEKHSIMLE GHARTIGAUN,8,27.66,85.8,1713,Health Post,Hill,HP,Central
new_HF.2264,POINT (85.79 27.66),24030,Simthali SHP,kavrepalanchok,SIMTHALI,5,27.66,85.79,1475,Health Post,Hill,SHP,Central
new_HF.2265,POINT (85.78 27.63),24031,Choubas SHP,kavrepalanchok,CHOUBAS,5,27.63,85.78,2034,Health Post,Hill,SHP,Central
new_HF.2266,POINT (85.75 27.62),24032,Sallebhumlu SHP,kavrepalanchok,SALLE BHUMLU,2,27.62,85.75,1681,Health Post,Hill,SHP,Central
new_HF.2267,POINT (85.74 27.61),24033,Falate Bhumlu HP,kavrepalanchok,FALATE BHUMLU,4,27.61,85.74,1307,Health Post,Hill,HP,Central
new_HF.2268,POINT (85.74 27.63),24034,Bhumlutar HP,kavrepalanchok,BHUMLUTAR,1,27.63,85.74,1341,Health Post,Hill,HP,Central
new_HF.2269,POINT (85.74 27.65),24035,Saping SHP,kavrepalanchok,SAPING,1,27.65,85.74,1384,Health Post,Hill,SHP,Central
new_HF.2270,POINT (85.59 27.57),24036,Simal Choursyampati SHP,kavrepalanchok,SIMALCHOUR SYAMPATI,1,27.57,85.59,1659,Health Post,Hill,SHP,Central
new_HF.2271,POINT (85.6 27.55),24037,Purano Gaundapcha SHP,kavrepalanchok,PURANOGAUN DAPCHA,6,27.55,85.6,1655,Health Post,Hill,SHP,Central
new_HF.2272,POINT (85.61 27.55),24038,Dapcha Chatraibhanjha HP,kavrepalanchok,DAPCHA CHATREBHANJH,1,27.55,85.61,1696,Health Post,Hill,HP,Central
new_HF.2273,POINT (85.62 27.54),24039,Daraune Pokhari SHP,kavrepalanchok,DARAUNE POKHARI,9,27.54,85.62,1689,Health Post,Hill,SHP,Central
new_HF.2274,POINT (85.63 27.54),24040,Khanalthok SHP,kavrepalanchok,KHANALTHOK,5,27.54,85.63,1630,Health Post,Hill,SHP,Central
new_HF.2275,POINT (85.48 27.64),24041,Nasikasthansanga SHP,kavrepalanchok,NASIKASTHAN SANGA,6,27.64,85.48,1501,Health Post,Hill,SHP,Central
new_HF.2276,POINT (85.5 27.66),24042,Tukuchanala SHP,kavrepalanchok,TUKUCHA NALA,8,27.66,85.5,1544,Health Post,Hill,SHP,Central
new_HF.2277,POINT (85.44 27.49),24043,Chyamrang Besi SHP,kavrepalanchok,CHYAMRANGBESI,2,27.49,85.44,1389,Health Post,Hill,SHP,Central
new_HF.2278,POINT (85.43 27.42),24044,Milche SHP,kavrepalanchok,MILCHE,4,27.42,85.43,1152,Health Post,Hill,SHP,Central
new_HF.2279,POINT (85.47 27.43),24045,Saldhara SHP,kavrepalanchok,SALDHARA,3,27.43,85.47,1123,Health Post,Hill,SHP,Central
new_HF.2280,POINT (85.51 27.43),24046,Falametar SHP,kavrepalanchok,FALEMETAR,1,27.43,85.51,910,Health Post,Hill,SHP,Central
new_HF.2281,POINT (85.52 27.4),24047,Dandagaun HP,kavrepalanchok,DANDAGAUN,3,27.4,85.52,1556,Health Post,Hill,HP,Central
new_HF.2282,POINT (85.49 27.4),24048,Taldhunga HP,kavrepalanchok,SALMECHAKALA (TALDHUNGA),5,27.4,85.49,407,Health Post,Hill,HP,Central
new_HF.2283,POINT (85.54 27.37),24049,Gokule SHP,kavrepalanchok,GOKULE,3,27.37,85.54,689,Health Post,Hill,SHP,Central
new_HF.2284,POINT (85.6 27.36),24050,Ghartichhap HP,kavrepalanchok,GHARTICHHAP,6,27.36,85.6,974,Health Post,Hill,HP,Central
new_HF.2285,POINT (85.63 27.36),24051,Banakhuchaur SHP,kavrepalanchok,BANAKHU CHOR,1,27.36,85.63,579,Health Post,Hill,SHP,Central
new_HF.2286,POINT (85.63 27.4),24052,Foksingtar SHP,kavrepalanchok,FOKSINGTAR,7,27.4,85.63,1230,Health Post,Hill,SHP,Central
new_HF.2287,POINT (85.72 27.46),24053,Balting SHP,kavrepalanchok,BALTING,3,27.46,85.72,1723,Health Post,Hill,SHP,Central
new_HF.2288,POINT (85.69 27.51),24054,Kharpachok SHP,kavrepalanchok,KHARPACHOK,4,27.51,85.69,1422,Health Post,Hill,SHP,Central
new_HF.2289,POINT (85.74 27.43),24055,Bhimkhori HP,kavrepalanchok,BHIMKHORI,1,27.43,85.74,1576,Health Post,Hill,HP,Central
new_HF.2290,POINT (85.51 27.65),24056,Nala (Ugrachandi) HP,kavrepalanchok,UGRACHANDI NALA,1,27.65,85.51,1465,Health Post,Hill,HP,Central
new_HF.2291,POINT (85.74 27.48),24057,Mangaltar HP,kavrepalanchok,MANGALTAR,4,27.48,85.74,692,Health Post,Hill,HP,Central
new_HF.2292,POINT (85.5 27.58),24058,Malpi SHP,kavrepalanchok,PANAUTI MUNICIPALITY,9,27.58,85.5,1503,Health Post,Hill,SHP,Central
new_HF.2293,POINT (85.64 27.62),24059,Deuvumi Baluwa SHP,kavrepalanchok,DEWABHUMI BALUWA,5,27.62,85.64,842,Health Post,Hill,SHP,Central
new_HF.2294,POINT (85.59 27.67),24060,Anaikot SHP,kavrepalanchok,ANEKOT,8,27.67,85.59,1151,Health Post,Hill,SHP,Central
new_HF.2295,POINT (85.66 27.65),24061,Hokse Bazar SHP,kavrepalanchok,HOKSE BAZAR,6,27.65,85.66,1165,Health Post,Hill,SHP,Central
new_HF.2296,POINT (85.68 27.62),24062,Sathighar Bhagawati SHP,kavrepalanchok,SATHIGHAR BHAGAWATI,9,27.62,85.68,1401,Health Post,Hill,SHP,Central
new_HF.2297,POINT (85.68 27.61),24063,Kharelthok SHP,kavrepalanchok,KHARELTHOK,1,27.61,85.68,1296,Health Post,Hill,SHP,Central
new_HF.2298,POINT (85.7 27.6),24064,Koshidekha SHP,kavrepalanchok,KOSHIDEKHA,7,27.6,85.7,1216,Health Post,Hill,SHP,Central
new_HF.2299,POINT (85.9 27.63),24065,Dolalghat SHP,kavrepalanchok,DOLALGHAT,0,27.63,85.9,1162,Health Post,Hill,SHP,Central
new_HF.2300,POINT (85.63 27.68),24066,Jaisithok Mandan SHP,kavrepalanchok,JAISITHOK MANDAN,3,27.68,85.63,791,Health Post,Hill,SHP,Central
new_HF.2301,POINT (85.68 27.68),24067,Jyamdi Mandan SHP,kavrepalanchok,JYAMDI MANDAN,3,27.68,85.68,719,Health Post,Hill,SHP,Central
new_HF.2302,POINT (85.65 27.71),24068,Chandeni Mandan SHP,kavrepalanchok,CHANDENI MANDAN,3,27.71,85.65,781,Health Post,Hill,SHP,Central
new_HF.2303,POINT (85.58 27.73),24069,Gairi Bisounadeupur HP,kavrepalanchok,GAIRI BISOUNA DEUPUR,9,27.73,85.58,1094,Health Post,Hill,HP,Central
new_HF.2304,POINT (85.54 27.72),24070,Baluwapati Deupur SHP,kavrepalanchok,BALUWAPATI DEUPUR,4,27.72,85.54,1513,Health Post,Hill,SHP,Central
new_HF.2305,POINT (85.57 27.7),24071,Nayagaundeupur SHP,kavrepalanchok,NAYAGAUN DEUPUR,7,27.7,85.57,1338,Health Post,Hill,SHP,Central
new_HF.2306,POINT (85.62 27.7),24072,Mahadevsthan Mandan SHP,kavrepalanchok,MAHADEVSTHAN MANDAN,8,27.7,85.62,1174,Health Post,Hill,SHP,Central
new_HF.2307,POINT (85.55 27.56),24073,Baldthali SHP,kavrepalanchok,BALDTHALI,3,27.56,85.55,1416,Health Post,Hill,SHP,Central
new_HF.2308,POINT (85.56 27.52),24074,Pangu Bhugdeu HP,kavrepalanchok,MAHANKAL CHAUR,1,27.52,85.56,1563,Health Post,Hill,HP,Central
new_HF.2309,POINT (85.53 27.52),24075,Chyasing Kharka SHP,kavrepalanchok,CHYASING KHARKA,5,27.52,85.53,1970,Health Post,Hill,SHP,Central
new_HF.2310,POINT (85.48 27.52),24076,Dhunkharka HP,kavrepalanchok,DHUNKHARKA,8,27.52,85.48,1867,Health Post,Hill,HP,Central
new_HF.2311,POINT (85.56 27.65),24077,Raviopi SHP,kavrepalanchok,RAVI OPI,3,27.65,85.56,1309,Health Post,Hill,SHP,Central
new_HF.2312,POINT (85.56 27.66),24078,Devitar SHP,kavrepalanchok,DEVITAR,1,27.66,85.56,1246,Health Post,Hill,SHP,Central
new_HF.2313,POINT (85.65 27.47),24079,Sipalichilaune SHP,kavrepalanchok,SIPALI CHILAUNE,5,27.47,85.65,1382,Health Post,Hill,SHP,Central
new_HF.2314,POINT (85.67 27.43),24080,Budhakhani HP,kavrepalanchok,BUDHAKHANI,2,27.43,85.67,1846,Health Post,Hill,HP,Central
new_HF.2315,POINT (85.5 27.54),24082,Chalal Ganeshsthan SHP,kavrepalanchok,CHALAL GANESHSTHAN,2,27.54,85.5,1670,Health Post,Hill,SHP,Central
new_HF.2316,POINT (85.59 27.51),24083,Khaharepangu SHP,kavrepalanchok,KHAHARE PANGU,9,27.51,85.59,1203,Health Post,Hill,SHP,Central
new_HF.2317,POINT (85.62 27.48),24084,Mahadevtar SHP,kavrepalanchok,MAHADEVTAR,4,27.48,85.62,1357,Health Post,Hill,SHP,Central
new_HF.2318,POINT (85.54 27.61),24085,Subbagaun SHP,kavrepalanchok,PANAUTI MUNICIPALITY,1,27.61,85.54,1473,Health Post,Hill,SHP,Central
new_HF.2319,POINT (85.52 27.58),24086,Panauti SHP,kavrepalanchok,PANAUTI MUNICIPALITY,7,27.58,85.52,1453,Health Post,Hill,SHP,Central
new_HF.2320,POINT (85.49 27.61),24087,Mahendra Jyoti SHP,kavrepalanchok,MAHENDRA JYOTI,1,27.61,85.49,1553,Health Post,Hill,SHP,Central
new_HF.2321,POINT (85.61 27.58),24088,Mathurapati Fulbari SHP,kavrepalanchok,MATHURAPATI FULBARI,4,27.58,85.61,1659,Health Post,Hill,SHP,Central
new_HF.2322,POINT (85.6 27.51),24089,Sikhar Ambote SHP,kavrepalanchok,SIKHAR AMBOTE,6,27.51,85.6,1121,Health Post,Hill,SHP,Central
new_HF.2323,POINT (86.75 27.36),10560,Ainselukharka PHC,khotang,AINSELUKHARKA,0,27.36,86.75,2076,Primary Health Care Centre,Hill,PHCC,Eastern
new_HF.2324,POINT (86.67 27.23),10561,Arkhaule SHP,khotang,ARKHAULE,5,27.23,86.67,1637,Health Post,Hill,SHP,Eastern
new_HF.2325,POINT (86.55 27.2),10562,Badahare SHP,khotang,BADAHARE,7,27.2,86.55,1128,Health Post,Hill,SHP,Eastern
new_HF.2326,POINT (86.86 27.04),10563,Badakadiyale SHP,khotang,BADAKADIYALE,4,27.04,86.86,1340,Health Post,Hill,SHP,Eastern
new_HF.2327,POINT (86.49 27.16),10564,Bahunidanda SHP,khotang,BAHUNIDANDA,4,27.16,86.49,1069,Health Post,Hill,SHP,Eastern
new_HF.2328,POINT (86.82 27.32),10565,Baksila HP,khotang,BAKSILA,0,27.32,86.82,1717,Health Post,Hill,HP,Eastern
new_HF.2329,POINT (86.77 27.22),10566,Bamrang SHP,khotang,BAMRANG,0,27.22,86.77,1533,Health Post,Hill,SHP,Eastern
new_HF.2330,POINT (86.82 26.98),10567,Baraha Pokhari SHP,khotang,BARAHA POKHARI,3,26.98,86.82,1700,Health Post,Hill,SHP,Eastern
new_HF.2331,POINT (86.84 27.31),10568,Baspani SHP,khotang,BASPANI,0,27.31,86.84,1625,Health Post,Hill,SHP,Eastern
new_HF.2332,POINT (86.75 27.08),10569,Batase SHP,khotang,BATASE,0,27.08,86.75,1400,Health Post,Hill,SHP,Eastern
new_HF.2333,POINT (86.72 27.21),10570,Buipa HP,khotang,BUIPA,5,27.21,86.72,1753,Health Post,Hill,HP,Eastern
new_HF.2334,POINT (86.76 27.09),10571,Chhorambu SHP,khotang,CHHORAMBU,0,27.09,86.76,1138,Health Post,Hill,SHP,Eastern
new_HF.2335,POINT (86.83 27.08),10572,Chipring SHP,khotang,CHIPRING,4,27.08,86.83,1664,Health Post,Hill,SHP,Eastern
new_HF.2336,POINT (86.88 26.99),10573,Chisapani PHC,khotang,CHISAPANI,0,26.99,86.88,1423,Primary Health Care Centre,Hill,PHCC,Eastern
new_HF.2337,POINT (86.89 27.21),10574,Chyandada SHP,khotang,CHYANDADA,0,27.21,86.89,1711,Health Post,Hill,SHP,Eastern
new_HF.2338,POINT (86.54 27.17),10575,Chyasmitar SHP,khotang,CHYASMITAR,5,27.17,86.54,1141,Health Post,Hill,SHP,Eastern
new_HF.2339,POINT (86.79 27.11),10576,Okhare HP,khotang,DANDAGAUN,0,27.11,86.79,1636,Health Post,Hill,HP,Eastern
new_HF.2340,POINT (86.64 27.16),10577,Dhitung SHP,khotang,DHITUNG,3,27.16,86.64,1079,Health Post,Hill,SHP,Eastern
new_HF.2341,POINT (86.79 27.21),10578,District Hospital/Khotang,khotang,DIKTEL,0,27.21,86.79,1570,District Hospital,Hill,Government hospital,Eastern
new_HF.2342,POINT (86.48 27.14),10579,Dikuwa SHP,khotang,DIKUWA,4,27.14,86.48,1357,Health Post,Hill,SHP,Eastern
new_HF.2343,POINT (86.86 26.97),10580,Diplung SHP,khotang,DIPLUNG,0,26.97,86.86,1542,Health Post,Hill,SHP,Eastern
new_HF.2344,POINT (86.73 27.33),10581,Dubekoldada SHP,khotang,DUBEKOLDADA,0,27.33,86.73,1410,Health Post,Hill,SHP,Eastern
new_HF.2345,POINT (86.71 27.31),10582,Dumre Dharapani SHP,khotang,DUMRE DHARAPANI,4,27.31,86.71,1191,Health Post,Hill,SHP,Eastern
new_HF.2346,POINT (86.6 27.19),10583,Durchhim HP,khotang,DURCHHIM,0,27.19,86.6,1487,Health Post,Hill,HP,Eastern
new_HF.2347,POINT (86.82 26.93),10584,Faktang HP,khotang,FAKTANG,2,26.93,86.82,1211,Health Post,Hill,HP,Eastern
new_HF.2348,POINT (86.74 27.3),10585,Haunchur SHP,khotang,HAUNCHUR,7,27.3,86.74,1148,Health Post,Hill,SHP,Eastern
new_HF.2349,POINT (86.82 27.06),10586,Indrani Pokhari SHP,khotang,INDRANI POKHARI,0,27.06,86.82,1690,Health Post,Hill,SHP,Eastern
new_HF.2350,POINT (86.77 27.31),10587,Jalapa SHP,khotang,JALAPA,3,27.31,86.77,1526,Health Post,Hill,SHP,Eastern
new_HF.2351,POINT (86.69 27.34),10588,Jyamire SHP,khotang,JYAMIRE,3,27.34,86.69,1011,Health Post,Hill,SHP,Eastern
new_HF.2352,POINT (86.78 27.19),10589,Khalle SHP,khotang,KHALLE,0,27.19,86.78,1309,Health Post,Hill,SHP,Eastern
new_HF.2353,POINT (86.71 27.27),10590,Kharpa SHP,khotang,KHARPA,0,27.27,86.71,1132,Health Post,Hill,SHP,Eastern
new_HF.2354,POINT (86.85 27.03),10591,Khotang Bazar HP,khotang,KHOTANG BAZAR,6,27.03,86.85,1251,Health Post,Hill,HP,Eastern
new_HF.2355,POINT (86.72 27.28),10592,Kuvinde SHP,khotang,KUVINDE,4,27.28,86.72,1076,Health Post,Hill,HP,Eastern
new_HF.2356,POINT (86.81 27.2),10593,Lafyang SHP,khotang,LAFYANG,0,27.2,86.81,1612,Health Post,Hill,SHP,Eastern
new_HF.2357,POINT (86.68 27.25),10594,Lamidada HP,khotang,LAMIDADA,0,27.25,86.68,1167,Health Post,Hill,HP,Eastern
new_HF.2358,POINT (86.79 27.02),10595,Lichkiramche SHP,khotang,LICHKIRAMCHE,8,27.02,86.79,1199,Health Post,Hill,SHP,Eastern
new_HF.2359,POINT (86.92 27.05),10596,Linkuwa Pokhari SHP,khotang,LINKUWA POKHARI,0,27.05,86.92,1479,Health Post,Hill,SHP,Eastern
new_HF.2360,POINT (86.62 27.19),10597,Mahadevasthan SHP,khotang,MAHADEVASTHAN,0,27.19,86.62,1375,Health Post,Hill,SHP,Eastern
new_HF.2361,POINT (86.58 27.21),10598,Mangaltar SHP,khotang,MANGALTAR,0,27.21,86.58,985,Health Post,Hill,SHP,Eastern
new_HF.2362,POINT (86.83 27.16),10599,Mattimbirta SHP,khotang,MATTIMBIRTA,0,27.16,86.83,1354,Health Post,Hill,SHP,Eastern
new_HF.2363,POINT (86.87 26.95),10600,Mauwabote SHP,khotang,MAUWABOTE,0,26.95,86.87,1181,Health Post,Hill,SHP,Eastern
new_HF.2364,POINT (86.89 27.21),10601,Nirmalidada HP,khotang,NIRMALIDADA,0,27.21,86.89,1759,Health Post,Hill,HP,Eastern
new_HF.2365,POINT (86.73 27.25),10602,Nunthala SHP,khotang,NUNTHALA,0,27.25,86.73,2006,Health Post,Hill,SHP,Eastern
new_HF.2366,POINT (86.86 27.29),10603,Patheka SHP,khotang,PATHEKA,0,27.29,86.86,1673,Health Post,Hill,SHP,Eastern
new_HF.2367,POINT (86.86 26.92),10604,Pauwasera SHP,khotang,PAUWASERA,0,26.92,86.86,842,Health Post,Hill,SHP,Eastern
new_HF.2368,POINT (86.8 27.35),10605,Rakhabangdel SHP,khotang,RAKHABANGDEL,0,27.35,86.8,1428,Health Post,Hill,SHP,Eastern
new_HF.2369,POINT (86.63 27.23),10606,Salle SHP,khotang,SALLE,0,27.23,86.63,1072,Health Post,Hill,SHP,Eastern
new_HF.2370,POINT (86.83 27.1),10607,Sapteswor Chittapokhari SHP,khotang,SAPTESWOR,0,27.1,86.83,2070,Health Post,Hill,SHP,Eastern
new_HF.2371,POINT (86.82 26.94),10608,Saunechaur SHP,khotang,SAUNECHAUR,0,26.94,86.82,911,Health Post,Hill,SHP,Eastern
new_HF.2372,POINT (86.89 27.05),10609,Sawakatahare SHP,khotang,SAWAKATAHARE,0,27.05,86.89,1278,Health Post,Hill,SHP,Eastern
new_HF.2373,POINT (86.79 27.02),10610,Simpani SHP,khotang,SIMPANI,0,27.02,86.79,1323,Health Post,Hill,SHP,Eastern
new_HF.2374,POINT (86.8 26.93),10611,Suntale SHP,khotang,SUNTALE,0,26.93,86.8,1071,Health Post,Hill,SHP,Eastern
new_HF.2375,POINT (86.81 27.13),10612,Temma SHP,khotang,TEMMA,0,27.13,86.81,1624,Health Post,Hill,SHP,Eastern
new_HF.2376,POINT (86.78 27.33),13001,Sapteswor SHP,khotang,SAPTESWOR,5,27.33,86.78,1354,Health Post,Hill,SHP,Eastern
new_HF.2377,POINT (86.76 27.33),13002,Makpa SHP,khotang,MAGPA,2,27.33,86.76,1431,Health Post,Hill,SHP,Eastern
new_HF.2378,POINT (84.91 27.31),13003,Phedi SHP,khotang,PHEDI,5,27.31,84.91,1551,Health Post,Hill,SHP,Eastern
new_HF.2379,POINT (86.86 27.36),13004,Sungdel SHP,khotang,SUNGDEL,9,27.36,86.86,4447,Health Post,Hill,SHP,Eastern
new_HF.2380,POINT (86.84 27.35),13005,Rakhadipsung SHP,khotang,RAKHA DIPSUNG,2,27.35,86.84,9999,Health Post,Hill,SHP,Eastern
new_HF.2381,POINT (84.78 27.38),13006,Bakachol SHP,khotang,BAKACHOL,6,27.38,84.78,1974,Health Post,Hill,SHP,Eastern
new_HF.2382,POINT (86.72 27.36),13007,Rikdung Maheswori SHP,khotang,R.MAHESWORI,6,27.36,86.72,1403,Health Post,Hill,SHP,Eastern
new_HF.2383,POINT (86.71 27.38),13008,Ribdung Jaleswor SHP,khotang,JALESWORI,2,27.38,86.71,1274,Health Post,Hill,SHP,Eastern
new_HF.2384,POINT (86.88 27.31),13009,Khartanchha SHP,khotang,KHARTANCHHA,4,27.31,86.88,1491,Health Post,Hill,SHP,Eastern
new_HF.2385,POINT (86.82 27.3),13010,Kharmi SHP,khotang,KHARMI,6,27.3,86.82,9999,Health Post,Hill,SHP,Eastern
new_HF.2386,POINT (85.32 27.44),10613,Ashrang HP,lalitpur,ASHRANG,0,27.44,85.32,821,Health Post,Hill,HP,Central
new_HF.2387,POINT (85.35 27.59),10614,Badikhel SHP,lalitpur,BADIKHEL,0,27.59,85.35,1441,Health Post,Hill,SHP,Central
new_HF.2388,POINT (85.38 27.55),10615,Bhardev SHP,lalitpur,BHARDEV,0,27.55,85.38,2123,Health Post,Hill,SHP,Central
new_HF.2389,POINT (85.3 27.5),10616,Bhattedanda HP,lalitpur,BHATTEDANDA,0,27.5,85.3,1347,Health Post,Hill,HP,Central
new_HF.2390,POINT (85.38 27.6),10617,Bisankhunarayan SHP,lalitpur,BISANKHUNARAYAN,0,27.6,85.38,1486,Health Post,Hill,SHP,Central
new_HF.2391,POINT (85.36 27.5),10618,Bukhel SHP,lalitpur,BUKHEL,0,27.5,85.36,1270,Health Post,Hill,SHP,Central
new_HF.2392,POINT (85.3 27.63),10619,Bungamati HP,lalitpur,BUNGAMATI,0,27.63,85.3,1346,Health Post,Hill,HP,Central
new_HF.2393,POINT (85.41 27.47),10620,Chandanpur SHP,lalitpur,CHANDANPUR,0,27.47,85.41,1322,Health Post,Hill,SHP,Central
new_HF.2394,POINT (85.33 27.6),10621,Chapagaun PHC,lalitpur,CHAPAGAUN,0,27.6,85.33,1477,Primary Health Care Centre,Hill,PHCC,Central
new_HF.2395,POINT (85.33 27.59),10622,Chapagaun SHP,lalitpur,CHAPAGAUN,0,27.59,85.33,1464,Health Post,Hill,SHP,Central
new_HF.2396,POINT (85.32 27.6),10623,RECOD Chapagaun,lalitpur,CHAPAGAUN,0,27.6,85.32,1468,Other non-governmental,Hill,Other HFs,Central
new_HF.2397,POINT (85.31 27.6),10624,Chhampi SHP,lalitpur,CHHAMPI,0,27.6,85.31,1435,Health Post,Hill,SHP,Central
new_HF.2398,POINT (85.37 27.54),10625,Choughare HP,lalitpur,CHOUGHARE,0,27.54,85.37,2135,Health Post,Hill,HP,Central
new_HF.2399,POINT (85.33 27.54),10626,Dalchoki SHP,lalitpur,DALCHOKI,0,27.54,85.33,2017,Health Post,Hill,SHP,Central
new_HF.2400,POINT (85.3 27.57),10627,Devichour SHP,lalitpur,DEVICHOUR,0,27.57,85.3,1630,Health Post,Hill,SHP,Central
new_HF.2401,POINT (85.33 27.63),10628,Dhapakhel HP,lalitpur,DHAPAKHEL,0,27.63,85.33,1406,Health Post,Hill,HP,Central
new_HF.2402,POINT (85.26 27.55),10629,Ghusel SHP,lalitpur,DHUSEL,0,27.55,85.26,1548,Health Post,Hill,SHP,Central
new_HF.2403,POINT (85.3 27.59),10630,Dukuchhap SHP,lalitpur,DUKUCHHAP,0,27.59,85.3,1385,Health Post,Hill,SHP,Central
new_HF.2404,POINT (85.37 27.43),10631,Gimdi SHP,lalitpur,GIMDI,0,27.43,85.37,681,Health Post,Hill,SHP,Central
new_HF.2405,POINT (85.36 27.62),10632,Godamchaur SHP,lalitpur,GODAMCHAUR,0,27.62,85.36,1375,Health Post,Hill,SHP,Central
new_HF.2406,POINT (85.37 27.6),10633,Godawari SHP,lalitpur,GODAWARI,0,27.6,85.37,1335,Health Post,Hill,SHP,Central
new_HF.2407,POINT (85.34 27.63),10634,Harisiddhi SHP,lalitpur,HARISIDDHI,0,27.63,85.34,1328,Health Post,Hill,SHP,Central
new_HF.2408,POINT (85.31 27.49),10635,Ikudol SHP,lalitpur,IKUDOL,0,27.49,85.31,1269,Health Post,Hill,SHP,Central
new_HF.2409,POINT (85.34 27.66),10636,Imadol HP,lalitpur,IMADOL,0,27.66,85.34,1308,Health Post,Hill,HP,Central
new_HF.2410,POINT (85.34 27.66),10637,Kist Medical Hospital,lalitpur,IMADOL,6,27.66,85.34,1319,Private Hospital,Hill,Private hospital,Central
